customer_id,first_name,last_name,email,phone,date_of_birth,address,income,account_status,created_date
24,T***,T***,t***@mail.example.com,***-***-2512,1985-**-**,[MASKED ADDRESS],98713.99,active,2025-05-06
25,P***,M***,p***@mail.example.com,***-***-2832,1949-**-**,[MASKED ADDRESS],151492.03,active,2021-03-02
26,K***,L***,k***@example.com,***-***-5088,1987-**-**,[MASKED ADDRESS],186889.25,active,2017-03-14
27,M***,G***,m***@example.net,***-***-5065,1962-**-**,[MASKED ADDRESS],210021.77,active,2018-08-12
28,K***,C***,k***@example.org,***-***-4164,1970-**-**,[MASKED ADDRESS],163994.13,inactive,2025-09-11
29,M***,B***,m***@example.net,***-***-5349,1947-**-**,[MASKED ADDRESS],120515.5,suspended,2016-07-19
30,R***,R***,r***@example.com,***-***-1027,1978-**-**,[MASKED ADDRESS],42834.45,suspended,2020-10-11
31,L***,W***,l***@example.net,***-***-7691,1965-**-**,[MASKED ADDRESS],68670.1,suspended,2021-11-24
32,B***,M***,b***@example.net,***-***-1006,1964-**-**,[MASKED ADDRESS],166797.59,inactive,2022-08-22
33,S***,T***,s***@mail.example.com,***-***-2389,1963-**-**,[MASKED ADDRESS],170632.68,active,2018-03-01
34,R***,D***,r***@mail.example.com,***-***-2193,1974-**-**,[MASKED ADDRESS],132807.96,active,2017-11-23
35,J***,L***,j***@example.com,***-***-3881,1996-**-**,[MASKED ADDRESS],80830.04,active,2022-03-26
36,S***,P***,s***@example.net,***-***-9270,1972-**-**,[MASKED ADDRESS],82948.61,active,2025-05-25
37,K***,T***,k***@example.org,***-***-2269,1990-**-**,[MASKED ADDRESS],217321.69,active,2017-03-08
38,A***,T***,a***@example.org,***-***-2052,1971-**-**,[MASKED ADDRESS],41200.33,inactive,2021-10-23
39,M***,R***,m***@mail.example.com,***-***-6763,1964-**-**,[MASKED ADDRESS],197572.05,active,2022-04-09
40,M***,T***,m***@example.com,***-***-7624,1991-**-**,[MASKED ADDRESS],141234.21,inactive,2024-10-22
41,M***,W***,m***@mail.example.com,***-***-3977,1948-**-**,[MASKED ADDRESS],97291.31,inactive,2019-07-09
42,J***,T***,j***@example.com,***-***-1853,1967-**-**,[MASKED ADDRESS],229317.69,active,2015-10-05
43,J***,J***,j***@mail.example.com,***-***-4571,1974-**-**,[MASKED ADDRESS],156736.47,suspended,2026-02-25
44,D***,M***,d***@example.com,***-***-6111,1981-**-**,[MASKED ADDRESS],153524.75,suspended,2018-02-23
45,K***,R***,k***@example.com,***-***-6688,1979-**-**,[MASKED ADDRESS],165279.17,active,2021-08-04
46,M***,L***,m***@mail.example.com,***-***-8135,1956-**-**,[MASKED ADDRESS],192223.99,inactive,2021-12-19
47,S***,H***,s***@example.org,***-***-8385,1960-**-**,[MASKED ADDRESS],132792.98,inactive,2017-08-07
48,M***,S***,m***@example.net,***-***-5526,1980-**-**,[MASKED ADDRESS],180655.83,inactive,2023-04-23
49,S***,L***,s***@mail.example.com,***-***-2524,1963-**-**,[MASKED ADDRESS],106232.34,suspended,2023-06-14
50,E***,H***,e***@example.net,***-***-5438,1964-**-**,[MASKED ADDRESS],53345.61,suspended,2026-03-07
51,S***,W***,s***@mail.example.com,***-***-9595,1983-**-**,[MASKED ADDRESS],104506.79,inactive,2015-12-18
52,W***,R***,w***@example.com,***-***-5786,1989-**-**,[MASKED ADDRESS],149701.61,inactive,2022-08-11
53,B***,J***,b***@example.net,***-***-2070,1970-**-**,[MASKED ADDRESS],59629.89,suspended,2019-02-08
54,L***,M***,l***@mail.example.com,***-***-4697,1994-**-**,[MASKED ADDRESS],210355.33,inactive,2019-10-20
55,P***,M***,p***@example.com,***-***-4457,1961-**-**,[MASKED ADDRESS],145022.36,active,2015-07-15
56,K***,T***,k***@example.net,***-***-5720,1990-**-**,[MASKED ADDRESS],223869.14,suspended,2024-11-26
57,R***,W***,r***@example.com,***-***-3441,2003-**-**,[MASKED ADDRESS],63175.63,inactive,2024-12-27
58,J***,R***,j***@example.net,***-***-8679,1989-**-**,[MASKED ADDRESS],142476.09,inactive,2016-10-02
59,M***,W***,m***@example.net,***-***-1423,1950-**-**,[MASKED ADDRESS],239909.35,suspended,2019-10-02
60,B***,T***,b***@mail.example.com,***-***-8141,1985-**-**,[MASKED ADDRESS],98661.38,suspended,2016-03-11
61,M***,T***,m***@mail.example.com,***-***-7561,1997-**-**,[MASKED ADDRESS],81508.56,active,2021-09-27
62,J***,P***,j***@mail.example.com,***-***-4073,1978-**-**,[MASKED ADDRESS],71154.35,suspended,2017-05-15
63,A***,B***,a***@example.com,***-***-4920,1990-**-**,[MASKED ADDRESS],114494.03,active,2016-08-04
64,E***,T***,e***@example.net,***-***-5479,1971-**-**,[MASKED ADDRESS],58664.1,active,2024-09-24
65,W***,R***,w***@example.com,***-***-6568,2004-**-**,[MASKED ADDRESS],205544.9,suspended,2025-08-28
66,E***,A***,e***@mail.example.com,***-***-9903,1969-**-**,[MASKED ADDRESS],109189.82,inactive,2015-06-24
67,S***,T***,s***@mail.example.com,***-***-3492,1976-**-**,[MASKED ADDRESS],212376.47,inactive,2016-09-15
68,J***,W***,j***@example.org,***-***-3529,1949-**-**,[MASKED ADDRESS],174853.37,suspended,2016-06-28
69,K***,G***,k***@example.net,***-***-8994,2000-**-**,[MASKED ADDRESS],239454.3,suspended,2016-07-04
70,M***,A***,m***@example.org,***-***-1474,1947-**-**,[MASKED ADDRESS],107466.31,active,2018-09-14
71,J***,P***,j***@example.org,***-***-2293,1984-**-**,[MASKED ADDRESS],58340.96,inactive,2025-05-15
72,T***,P***,t***@example.com,***-***-9955,1955-**-**,[MASKED ADDRESS],163455.0,inactive,2026-05-15
73,K***,M***,k***@mail.example.com,***-***-4886,1969-**-**,[MASKED ADDRESS],32651.19,suspended,2021-05-01
74,J***,R***,j***@example.com,***-***-9138,1998-**-**,[MASKED ADDRESS],74428.96,active,2024-05-22
75,W***,L***,w***@example.com,***-***-1645,1964-**-**,[MASKED ADDRESS],47108.28,inactive,2020-12-14
76,B***,M***,b***@example.org,***-***-9697,1977-**-**,[MASKED ADDRESS],233085.42,inactive,2026-06-26
77,L***,A***,l***@example.com,***-***-4696,2000-**-**,[MASKED ADDRESS],47144.21,inactive,2015-05-18
78,L***,A***,l***@example.net,***-***-5295,1982-**-**,[MASKED ADDRESS],127953.1,suspended,2023-06-20
79,J***,L***,j***@example.com,***-***-5951,1986-**-**,[MASKED ADDRESS],92525.29,inactive,2016-02-08
80,K***,J***,k***@mail.example.com,***-***-9850,1971-**-**,[MASKED ADDRESS],204742.93,suspended,2021-05-02
81,L***,M***,l***@mail.example.com,***-***-6942,1951-**-**,[MASKED ADDRESS],112405.6,active,2016-08-03
82,S***,L***,s***@example.com,***-***-4990,1953-**-**,[MASKED ADDRESS],152313.21,active,2020-03-26
83,K***,S***,k***@example.net,***-***-9850,1961-**-**,[MASKED ADDRESS],103947.36,active,2024-06-01
84,B***,R***,b***@example.com,***-***-7897,1978-**-**,[MASKED ADDRESS],192939.61,suspended,2024-02-15
85,A***,D***,a***@example.com,***-***-9543,1964-**-**,[MASKED ADDRESS],207627.29,inactive,2025-02-16
86,P***,W***,p***@example.com,***-***-3430,1949-**-**,[MASKED ADDRESS],108751.73,suspended,2023-05-15
87,A***,M***,a***@mail.example.com,***-***-2874,1999-**-**,[MASKED ADDRESS],123729.64,active,2021-06-27
88,S***,G***,s***@mail.example.com,***-***-6120,1972-**-**,[MASKED ADDRESS],173606.06,inactive,2016-02-27
89,J***,W***,j***@mail.example.com,***-***-7105,1996-**-**,[MASKED ADDRESS],147076.88,suspended,2016-07-12
90,M***,R***,m***@example.com,***-***-6119,1967-**-**,[MASKED ADDRESS],167228.1,active,2016-06-28
91,E***,L***,e***@example.com,***-***-4705,1996-**-**,[MASKED ADDRESS],171095.06,suspended,2015-10-22
92,S***,S***,s***@example.org,***-***-6062,2003-**-**,[MASKED ADDRESS],148060.07,inactive,2016-03-24
93,M***,W***,m***@example.org,***-***-8432,1966-**-**,[MASKED ADDRESS],154399.44,active,2017-03-25
94,M***,J***,m***@example.com,***-***-7947,1976-**-**,[MASKED ADDRESS],188047.95,active,2020-07-04
95,C***,P***,c***@mail.example.com,***-***-6053,1947-**-**,[MASKED ADDRESS],71337.7,active,2017-05-10
96,D***,B***,d***@example.com,***-***-8055,1956-**-**,[MASKED ADDRESS],146449.4,suspended,2020-02-13
97,R***,W***,r***@example.com,***-***-6129,1981-**-**,[MASKED ADDRESS],52416.76,active,2020-03-26
98,M***,A***,m***@example.net,***-***-2734,1960-**-**,[MASKED ADDRESS],111902.54,inactive,2026-06-08
99,N***,H***,n***@example.org,***-***-2868,1978-**-**,[MASKED ADDRESS],78089.0,active,2019-04-06
100,K***,J***,k***@example.com,***-***-9095,1974-**-**,[MASKED ADDRESS],164314.27,suspended,2020-11-11
101,E***,A***,e***@example.com,***-***-5961,1995-**-**,[MASKED ADDRESS],43728.42,inactive,2022-01-02
102,L***,C***,l***@example.net,***-***-2479,1984-**-**,[MASKED ADDRESS],145515.07,suspended,2015-08-26
103,J***,L***,j***@example.org,***-***-8792,1977-**-**,[MASKED ADDRESS],236265.74,active,2023-11-06
104,R***,D***,r***@mail.example.com,***-***-9564,1984-**-**,[MASKED ADDRESS],114659.11,inactive,2025-10-02
105,N***,W***,n***@example.net,***-***-7333,1963-**-**,[MASKED ADDRESS],45278.42,suspended,2017-06-10
106,B***,J***,b***@example.com,***-***-7171,1986-**-**,[MASKED ADDRESS],164957.26,inactive,2023-06-01
107,L***,M***,l***@example.org,***-***-8967,1957-**-**,[MASKED ADDRESS],207018.82,active,2023-09-27
108,K***,J***,k***@example.net,***-***-3147,1983-**-**,[MASKED ADDRESS],199517.27,active,2026-08-02
109,M***,L***,m***@example.org,***-***-5668,1993-**-**,[MASKED ADDRESS],78703.72,inactive,2018-06-22
110,J***,A***,j***@mail.example.com,***-***-7256,1977-**-**,[MASKED ADDRESS],57340.49,inactive,2015-11-16
111,L***,M***,l***@example.com,***-***-3042,1963-**-**,[MASKED ADDRESS],219924.92,active,2021-02-08
112,P***,L***,p***@example.net,***-***-1872,1970-**-**,[MASKED ADDRESS],107481.49,active,2020-02-27
113,N***,S***,n***@example.org,***-***-5700,2003-**-**,[MASKED ADDRESS],158453.83,active,2015-05-07
114,E***,M***,e***@mail.example.com,***-***-4893,1964-**-**,[MASKED ADDRESS],124908.09,active,2022-10-18
115,M***,L***,m***@example.org,***-***-5772,1972-**-**,[MASKED ADDRESS],116312.33,suspended,2025-02-17
116,L***,W***,l***@example.com,***-***-1713,1985-**-**,[MASKED ADDRESS],195166.24,inactive,2018-12-22
117,M***,H***,m***@example.net,***-***-6772,1979-**-**,[MASKED ADDRESS],161928.0,active,2016-12-25
118,S***,J***,s***@example.net,***-***-4268,2001-**-**,[MASKED ADDRESS],237694.01,suspended,2022-05-02
119,R***,M***,r***@example.net,***-***-6438,1962-**-**,[MASKED ADDRESS],185581.23,inactive,2020-03-16
120,A***,L***,a***@example.net,***-***-7955,1950-**-**,[MASKED ADDRESS],96096.82,active,2020-11-10
121,K***,A***,k***@mail.example.com,***-***-8272,1967-**-**,[MASKED ADDRESS],86205.74,active,2016-11-21
122,B***,L***,b***@example.org,***-***-8179,1947-**-**,[MASKED ADDRESS],109165.13,suspended,2015-10-05
123,P***,L***,p***@example.net,***-***-2259,1981-**-**,[MASKED ADDRESS],165706.88,active,2016-01-24
124,B***,T***,b***@mail.example.com,***-***-5288,1994-**-**,[MASKED ADDRESS],88542.3,inactive,2018-02-05
125,J***,A***,j***@example.org,***-***-2438,1996-**-**,[MASKED ADDRESS],144599.4,inactive,2019-03-23
126,B***,S***,b***@example.net,***-***-2988,1957-**-**,[MASKED ADDRESS],145452.54,inactive,2022-09-05
127,M***,L***,m***@example.com,***-***-7523,1990-**-**,[MASKED ADDRESS],202547.95,active,2017-06-21
128,J***,A***,j***@mail.example.com,***-***-6644,1953-**-**,[MASKED ADDRESS],119715.08,active,2016-09-05
129,K***,G***,k***@example.org,***-***-4694,1967-**-**,[MASKED ADDRESS],162632.1,suspended,2019-03-21
130,K***,M***,k***@example.com,***-***-3762,1982-**-**,[MASKED ADDRESS],99575.35,suspended,2015-01-03
131,R***,L***,r***@example.net,***-***-7825,1984-**-**,[MASKED ADDRESS],164084.35,inactive,2022-04-26
132,B***,M***,b***@mail.example.com,***-***-1981,1955-**-**,[MASKED ADDRESS],100120.82,active,2020-12-11
144,J***,M***,j***@example.net,***-***-9011,1965-**-**,[MASKED ADDRESS],53837.31,suspended,2023-07-13
150,S***,L***,s***@example.net,***-***-1230,1972-**-**,[MASKED ADDRESS],65204.92,suspended,2021-07-17
157,T***,C***,t***@example.com,***-***-2196,1970-**-**,[MASKED ADDRESS],226131.55,active,2022-01-10
158,M***,G***,m***@example.org,***-***-7887,1968-**-**,[MASKED ADDRESS],172738.84,suspended,2023-03-21
159,M***,B***,m***@example.org,***-***-9664,1953-**-**,[MASKED ADDRESS],126156.83,suspended,2023-07-18
161,M***,M***,m***@example.com,***-***-1797,1960-**-**,[MASKED ADDRESS],142429.08,active,2017-09-10
180,A***,H***,a***@example.net,***-***-1085,1964-**-**,[MASKED ADDRESS],46507.01,inactive,2022-09-18
183,S***,W***,s***@example.net,***-***-6916,1995-**-**,[MASKED ADDRESS],69456.22,active,2017-05-01
186,B***,P***,b***@example.com,***-***-4434,1973-**-**,[MASKED ADDRESS],57505.97,inactive,2018-05-22
193,B***,S***,b***@example.org,***-***-8037,1969-**-**,[MASKED ADDRESS],187493.01,active,2024-02-26
195,M***,L***,m***@mail.example.com,***-***-5455,2003-**-**,[MASKED ADDRESS],52986.67,inactive,2016-03-12
197,A***,M***,a***@example.org,***-***-5240,1984-**-**,[MASKED ADDRESS],56945.36,inactive,2023-09-21
205,M***,R***,m***@example.com,***-***-4568,1972-**-**,[MASKED ADDRESS],99604.09,suspended,2017-10-28
207,M***,M***,m***@example.org,***-***-5341,2000-**-**,[MASKED ADDRESS],106830.88,suspended,2017-01-13
210,W***,L***,w***@example.org,***-***-1509,1984-**-**,[MASKED ADDRESS],161152.97,active,2021-10-22
217,K***,J***,k***@example.net,***-***-3877,1952-**-**,[MASKED ADDRESS],133239.54,inactive,2023-09-26
